1000
4439,7989
2897,6477
5181,7929
4808,7620
2911,6491
4840,7588
4512,7324
2867,6535
4837,7591
3904,6716
2635,6767
4905,7523
3915,6705
2562,6694
5189,7239
4567,7357
2601,6733
5266,7162
5153,6771
2388,6946
5728,6700
5395,7013
1864,7470
5823,6795
5913,7531
1613,7721
5623,6595
6222,7840
2105,8213
5100,6072
6464,7598
2273,8381
5345,5827
5797,8265
2991,7663
5715,5457
6695,7367
2609,8045
6403,6145
6624,7296
3018,7636
6032,5774
6773,7445
3251,7403
6007,5749
6339,7879
3372,7282
6178,5920
6533,8073
2839,7815
6260,6002
6358,7898
2995,7659
5800,5542
5879,8377
3143,7511
5883,5625
6163,8661
3401,7253
5510,5252
5955,8453
3799,7651
5307,5049
5650,8148
4196,8048
5213,5143
5773,8271
3831,8413
5313,5043
5637,8135
3658,8586
5215,4945
5953,7819
4418,7826
5417,4743
5774,7640
4124,7532
5073,4399
6421,6993
3637,8019
4522,3848
7243,6171
3391,8265
4084,4286
6775,6639
2732,8924
3841,4529
7130,6994
2985,8671
4034,4722
6386,7738
2866,8552
4100,4788
6278,7630
3160,8846
3700,4388
6707,7201
2809,8495
4066,4022
6716,7192
3095,8781
3823,4265
6693,7215
3208,8668
3901,4343
6445,6967
2709,8169
4257,3987
5894,7518
3666,7212
4377,4107
6385,8009
3365,6911
4336,4066
6030,7654
3099,6645
4238,3968
5462,7086
2563,7181
4143,4063
5033,6657
3128,6616
4092,4114
4254,5878
3748,7236
4370,4392
4086,5710
4442,6542
4809,3953
3938,5858
4436,6536
4841,3921
3354,6442
4111,6861
5230,3532
3827,5969
4063,6813
5031,3731
3598,5740
3922,6954
5364,3398
4083,6225
4319,6557
5843,3877
3704,6604
3477,7399
5370,4350
3720,6620
2738,6660
5481,4461
3445,6895
3187,7109
4916,3896
3786,7236
3868,7790
4568,4244
3173,7849
3884,7774
5345,3467
2959,8063
3571,7461
4816,2938
2929,8033
3352,7680
5035,3157
2393,7497
2881,7209
5429,2763
2329,7561
2710,7038
5875,2317
1966,7198
2505,6833
6078,2114
1879,7285
2581,6909
6119,2155
1474,6880
2306,6634
5761,2513
1452,6902
2279,6661
5550,2302
918,6368
2787,6153
5627,2379
885,6401
2176,6764
5851,2603
111,5627
2419,6521
5850,2602
881,4857
2442,6498
6098,2354
461,5277
1710,5766
6377,2633
691,5047
2519,6575
5947,2203
1192,4546
3333,7389
6111,2039
767,4971
2996,7052
6783,1367
544,5194
2143,6199
6473,1057
371,5021
1939,5995
6338,1192
164,5228
2326,5608
6760,770
337,5401
2007,5927
7486,44
1036,4702
2049,5969
7913,471
1026,4712
2556,5462
8309,75
1713,5399
2484,5534
8513,279
1998,5114
2686,5332
7860,932
1347,4463
2923,5095
7604,676
1603,4207
2605,4777
8425,1497
1613,4197
2604,4776
8982,2054
1449,4033
2142,4314
9176,2248
2097,4681
1768,3940
8522,1594
1780,4998
857,4851
8314,1802
2175,4603
1087,4621
7759,1247
3086,5514
1815,3893
7903,1103
2813,5787
2296,3412
8259,747
2276,6324
2057,3173
8119,607
1588,7012
2574,2656
7767,959
1610,7034
3108,2122
8003,1195
902,6326
3138,2152
7840,1032
1241,5987
3385,2399
8145,727
1381,6127
3914,2928
8386,968
1136,5882
3527,2541
8320,902
1235,5981
3799,2813
7660,242
476,5222
4501,2111
7798,380
251,5447
4849,2459
7428,10
678,5874
3968,3340
7823,405
930,6126
4145,3517
7670,558
1378,6574
3511,4151
6995,1233
1675,6277
3550,4190
6382,1846
2299,6901
3941,4581
6102,2126
2321,6879
3689,4833
5679,1703
1887,7313
3414,5108
6216,2240
2761,6439
2638,4332
6624,1832
2432,6768
2832,4138
6353,2103
2131,6467
2330,3636
6776,1680
2250,6348
2359,3607
6715,1619
1835,6763
3007,4255
6994,1340
1684,6612
3314,3948
6763,1571
741,7555
3478,3784
6514,1322
448,7848
3859,3403
6294,1102
45,8251
3770,3314
5797,1599
114,8320
3550,3094
6013,1815
575,7859
3506,3138
5149,951
588,7872
3398,3030
5247,1049
805,7655
2679,2311
4810,1486
305,8155
2680,2310
4374,1922
688,8538
2753,2237
4564,1732
1016,8866
2162,1646
4416,1880
927,8955
1634,2174
4044,1508
1442,8440
1849,1959
4386,1166
1501,8499
2228,2338
4587,1367
1822,8178
2080,2486
4517,1297
1865,8221
2378,2188
4341,1473
1723,8079
2941,1625
5198,616
1774,8028
2903,1663
4771,189
896,8906
2892,1652
4815,233
273,9529
2801,1561
4568,480
299,9555
2089,849
4267,179
94,9760
2298,1058
4264,182
873,8981
2487,1247
4530,448
923,9031
1687,2047
3894,1084
1527,9635
2571,1163
4514,464
2384,10492
3041,693
4693,643
2409,10517
2814,466
5089,247
2410,10516
2353,5
5264,422
2138,10244
2349,9
5337,495
2263,10119
1997,361
5520,678
2221,10077
1797,161
5893,305
2565,10421
1770,188
6545,957
2270,10716
1945,363
6294,706
1657,10103
1334,974
6831,169
1670,10090
2154,1794
6679,17
1775,9985
1624,1264
6455,241
1464,9674
2070,818
6036,660
678,10460
2038,786
6330,954
523,10305
2310,1058
6363,987
151,9933
2062,810
5837,461
754,10536
1578,1294
6446,1070
1309,9981
2068,1784
6957,1581
1949,9341
2305,2021
7629,909
1803,9195
1542,1258
7477,1061
1639,9031
1553,1269
7211,795
1914,9306
1403,1119
6980,564
2717,10109
1619,1335
6450,1094
2142,10684
1705,1249
6350,994
2710,11252
2067,1611
6007,651
2741,11221
2088,1590
6275,383
2491,11471
2087,1589
6529,637
2373,11589
1224,2452
6466,700
2726,11236
1908,1768
6309,543
2624,11134
2039,1637
6810,42
2300,10810
1831,1429
7158,390
1738,10248
1439,1821
6623,925
974,11012
1498,1880
6354,656
665,11321
1510,1892
5982,284
475,11131
937,2465
6082,184
264,10920
1101,2301
5815,451
1097,10087
1074,2274
5364,0
1133,10123
1169,2179
4819,545
280,10976
1058,2290
4699,665
445,11141
1607,1741
4529,835
190,11396
1848,1500
4885,479
410,11616
1751,1597
4907,457
845,12051
2124,1970
4673,691
1302,12508
1918,1764
5025,339
1172,12638
2079,1603
4264,1100
1180,12646
2452,1976
4291,1073
1851,11975
2470,1958
4373,991
2213,12337
2375,2053
4060,678
1488,11612
2626,1802
4353,971
1648,11452
2370,2058
4670,1288
2004,11808
1886,1574
4100,718
1618,12194
1422,2038
3404,1414
1856,12432
2389,3005
2898,1920
1762,12338
2199,3195
3538,2560
2015,12591
2545,2849
2912,3186
2256,12832
3244,2150
2702,2976
2547,13123
3479,2385
3159,3433
2436,13012
3596,2268
2713,2987
2351,13097
3743,2121
2088,2362
2576,13322
3415,1793
2221,2495
2281,13027
3236,1614
2404,2312
2994,12314
2380,2470
1935,1843
2587,12721
2339,2429
2117,2025
1923,12057
1988,2078
2625,2533
1173,11307
1666,1756
3146,2012
826,10960
1955,1467
2695,2463
466,11320
2013,1525
3309,3077
800,11654
1782,1294
2792,2560
1254,12108
1971,1105
2682,2670
1574,11788
1706,840
2064,3288
1287,12075
1057,191
1686,3666
1285,12073
1135,269
1678,3658
1318,12106
1688,822
2264,4244
1248,12036
1429,563
1356,3336
506,11294
1031,165
1361,3331
67,11733
1456,590
574,2544
507,11293
1771,275
150,2120
910,11696
1869,373
447,2417
375,11161
1910,332
51,2813
645,10891
1903,325
87,2849
557,10979
1621,43
237,2999
543,10993
1662,2
711,3473
212,10662
1233,431
543,3641
356,10806
1786,984
878,3976
1095,10067
1110,308
545,4309
1604,10576
808,6
324,4088
915,11265
261,553
547,3865
997,11183
924,1216
379,4033
942,11128
863,1155
377,4035
494,11576
556,1462
510,4168
818,11252
315,1703
293,3951
1605,10465
1150,2538
1000,3244
1197,10873
1175,2513
1217,3461
686,11384
1944,1744
1777,2901
836,11534
1727,1961
1373,3305
1577,10793
2459,2693
566,4112
1853,10517
2111,2345
1028,4574
1889,10553
1738,2718
534,5068
2172,10836
819,1799
192,5410
2340,11004
793,1773
324,5542
2485,10859
580,1986
294,5572
2534,10810
157,1563
442,5720
2673,10949
248,1654
1305,6583
3100,11376
632,2038
1018,6870
2711,10987
1399,2805
1451,7303
3343,11619
1465,2739
2097,7949
3309,11653
1165,3039
1874,7726
3589,11373
1331,3205
2292,7308
3875,11659
1768,3642
1998,7602
3631,11903
2252,3158
2020,7580
3329,11601
2005,2911
1955,7645
2667,10939
1936,2980
2092,7782
1833,10105
1750,3166
2341,8031
